Cuisines,Total_Votes,Restaurant_Count,Average_Rating
"Lucknowi, Biryani",9,1,3.1
"Beverages, Juices",9,1,3.1
"Fast Food, Street Food, Chinese",8,1,2.9
"Mithai, Street Food, Chinese",8,2,2.95
"Ice Cream, Desserts, Fast Food",8,1,3.0
"North Indian, Continental, Mughlai",8,1,3.0
"North Indian, Biryani, Chinese",8,1,3.0
Arabian,8,1,3.7
"Fast Food, North Indian, Bakery",8,1,3.1
"Cafe, Mughlai, North Indian",8,1,3.2
"Ice Cream, Street Food",8,1,2.9
"Mughlai, Continental, Chinese",8,1,3.1
"Mithai, Bakery, Street Food, Chinese, South Indian",8,1,3.0
"Brazilian, Seafood",8,1,4.2
"Chinese, Street Food",8,2,1.4
"Bakery, Fast Food, Pizza",8,1,3.1
"Mithai, Chinese",8,3,0.9333333333333332
"Fast Food, Tea",7,1,2.8
"Bakery, Fast Food, Street Food",7,1,2.9
"Seafood, Bar Food, Brazilian",7,1,4.0
"Mexican, Lebanese, Italian, Continental, Thai",7,1,3.1
"Street Food, Fast Food, Beverages",7,1,3.1
"Cafe, Healthy Food, North Indian",7,1,3.0
"Beverages, Ice Cream",7,1,3.1
"Naga, Chinese",7,1,3.1
"Arabian, North Indian",7,1,2.9
"Mithai, Bakery",7,3,1.0333333333333334
"South Indian, Street Food, Desserts",7,1,3.0
"North Indian, Fast Food, Bihari",6,1,3.1
"Chinese, Mexican, Italian",6,1,3.0
"Kashmiri, Chinese",6,1,3.1
"Chinese, Canadian",6,1,3.0
"Chinese, North Indian, South Indian, Healthy Food",6,1,3.1
"Asian, Japanese",6,1,3.1
"North Indian, Chinese, Fast Food, South Indian",6,1,2.9
"North Eastern, North Indian",6,1,3.0
"Continental, Mexican, Fast Food, North Indian, Chinese",6,1,3.1
"North Indian, Chinese, South Indian, Bakery",6,1,2.9
"South Indian, Chinese, Fast Food",6,3,0.9666666666666667
"Bakery, Desserts, Bakery",6,1,3.1
"Fast Food, French",6,1,3.0
"Mithai, Bakery, Street Food",5,1,2.8
"Brazilian, Grill",5,1,3.9
"Biryani, Chinese, North Indian",5,1,2.8
"Cafe, American, Tea",5,1,3.1
"Chinese, Thai, Seafood, North Indian, Italian",5,1,3.0
"North Indian, South Indian, Continental, Fast Food",5,1,3.0
"Peruvian, Latin American",5,1,3.6
"Chinese, Biryani, North Indian",5,1,3.0
"Chinese, Fast Food, Bakery",4,2,1.45
"Chinese, Mexican, Fast Food, Continental",4,1,3.0
"Mithai, North Indian, Street Food, Chinese, South Indian, Indian",4,1,2.9
"Street Food, North Indian, South Indian",4,1,2.9
"North Indian, Fast Food, Afghani",4,1,3.0
"Finger Food, North Indian, Continental, Chinese, Italian",4,1,3.0
"Fast Food, South Indian, Chinese, Mithai",4,1,2.9
"North Indian, Fast Food, Chinese, Continental",4,1,2.9
"South Indian, North Indian, Street Food",4,1,3.0
"Fast Food, Chinese, Mithai, Street Food",4,1,2.9
"Naga, Tibetan, Chinese, Bakery",4,1,3.0
"Pizza, Desserts",4,1,3.1
"Chinese, Mithai",4,2,0.0
"North Indian, Chinese, Fast Food, Desserts",4,1,2.9
"Kashmiri, North Indian",4,1,2.9
"Mithai, North Indian, Chinese",4,1,2.9
"North Indian, Street Food, Fast Food, Chinese, South Indian, Mithai",4,1,3.0
"Greek, Mediterranean, Middle Eastern",3,1,0.0
"American, Italian, North Indian, Chinese",3,1,0.0
"Italian, Continental, Fast Food, North Indian",3,1,0.0
"Fast Food, Raw Meats",3,1,0.0
"North Indian, Lucknowi",3,1,0.0
"Continental, Chinese, North Indian, Indian",3,1,0.0
"North Indian, Chinese, Kashmiri",3,1,0.0
"Street Food, Mithai, North Indian, South Indian, Chinese",3,1,0.0
"Afghani, North Indian, Pakistani, Arabian",3,1,0.0
"Tea, Beverages, Fast Food",2,1,0.0
"American, Bar Food, BBQ",2,1,0.0
Raw Meats,2,3,0.0
"Afghani, Mughlai, Chinese",2,1,0.0
"Brazilian, Mineira",2,1,0.0
"Continental, North Indian, Fast Food, Street Food, South Indian",2,1,0.0
"Raw Meats, North Indian, Chinese",2,1,0.0
"Continental, Chinese, Fast Food",2,1,0.0
"Awadhi, North Indian",2,1,0.0
"Pizza, Burger, Fast Food",2,1,0.0
"Brazilian, Cafe",2,1,0.0
"Bakery, Desserts, Healthy Food",2,1,0.0
"Italian, Chinese",2,2,0.0
"South Indian, Street Food, Chinese",2,1,0.0
"North Indian, Mughlai, Mughlai",2,1,0.0
"North Indian, Mughlai, Nepalese, Tibetan, Korean",2,1,0.0
"South Indian, Fast Food, North Indian, Chinese",2,1,0.0
"North Indian, South Indian, Bakery, Beverages",2,1,0.0
Assamese,2,1,0.0
Cuisine Varies,2,1,0.0
Tibetan,2,2,0.0
"Awadhi, Mughlai, North Indian",1,1,0.0
"Chinese, Lucknowi",1,1,0.0
"North Indian, South Indian, Bakery, Italian",1,1,0.0
"South Indian, Chinese, Continental",1,1,0.0
"South Indian, Nepalese",1,1,0.0
"Desserts, North Indian",1,1,0.0
"Continental, Italian, Fast Food",1,1,0.0
"Desserts, Ice Cream, Pizza",1,1,0.0
"Asian, North Indian, Mughlai",1,1,0.0
"Chinese, Indian",1,1,0.0
"Biryani, Pizza, Fast Food, Healthy Food",1,1,0.0
"Chinese, North Indian, Fast Food, Street Food",1,1,0.0
"Pizza, Fast Food, Bakery",1,1,0.0
"Chinese, North Indian, Mughlai, Pizza",1,1,0.0
"North Eastern, North Indian, Chinese",1,1,0.0
"Cafe, French",1,1,0.0
"North Indian, Awadhi",1,1,0.0
"Indian, Persian",1,1,0.0
"North Indian, Fast Food, Mithai",1,1,0.0
"Cafe, Fast Food, Bakery",1,1,0.0
"Tibetan, Street Food",1,1,0.0
"Mithai, North Indian, Street Food",1,1,0.0
"Tibetan, Chinese, North Indian",1,2,0.0
"North Indian, Rajasthani, Gujarati",1,1,0.0
"South Indian, Street Food",1,1,0.0
"Hyderabadi, Biryani",1,1,0.0
"North Indian, Continental, South Indian, Chinese",1,1,0.0
"Juices, Fast Food",1,1,0.0
Awadhi,1,1,0.0
"Mithai, Bakery, North Indian",1,1,0.0
"Mithai, Street Food, North Indian, South Indian",1,1,0.0
"Continental, Lebanese, Mexican",0,1,0.0
"Seafood, Mughlai, North Indian",0,1,0.0
"Chinese, Fast Food, Pizza",0,1,0.0
"Chinese, Italian",0,1,0.0
"Raw Meats, Street Food",0,1,0.0
"Chinese, North Eastern",0,1,0.0
"Pizza, Ice Cream",0,1,0.0
"North Indian, Chinese, Italian, Thai",0,1,0.0
"Nepalese, Tibetan",0,1,0.0
"Lucknowi, Mughlai, North Indian",0,1,0.0
"Lebanese, North Indian, Fast Food",0,1,0.0
"Afghani, North Indian",0,1,0.0
"Burger, Pizza, Fast Food",0,1,0.0
"North Indian, Seafood",0,1,0.0
"Cafe, Tibetan",0,1,0.0
"Italian, Fast Food, South Indian",0,1,0.0
"Fast Food, Chinese, Burger",0,1,0.0
"Bakery, Chinese, North Indian",0,1,0.0
"Cafe, North Eastern",0,1,0.0
"Italian, Continental, American",0,1,0.0
"Cafe, Mexican, Continental",0,1,0.0
"North Indian, South Indian, Chinese, Healthy Food, Bakery",0,1,0.0
"South Indian, Chinese, Mithai",0,1,0.0
"South Indian, Chinese, Mughlai",0,1,0.0
"North Indian, South Indian, Chinese, Fast Food, Bakery, Mithai",0,1,0.0
"North Indian, Chinese, Tibetan",0,1,0.0
"Awadhi, Mughlai",0,1,0.0
"Beverages, Healthy Food",0,1,0.0
"North Indian, South Indian, Mithai",0,1,0.0
"North Indian, South Indian, Italian, Chinese",0,1,0.0
"Bengali, Chinese",0,1,0.0
"Fast Food, Mughlai, Armenian",0,1,0.0
"Bakery, Pizza",0,1,0.0
"Bakery, North Indian",0,1,0.0
"Bakery, Healthy Food",0,1,0.0
"North Indian, Mughlai, Armenian",0,1,0.0
"Ice Cream, Bakery",0,1,0.0
"Fast Food, Mughlai",0,1,0.0
"Fast Food, Desserts, Beverages",0,1,0.0
"South Indian, Pizza, Chinese",0,1,0.0
"Mithai, North Indian, South Indian, Chinese, Street Food, Bakery",0,1,0.0
"North Indian, Indian",0,1,0.0
"Bakery, Desserts, Fast Food, Mithai",0,1,0.0
"Fast Food, South Indian, Mithai",0,1,0.0
"North Indian, Mithai, Chinese",0,1,0.0
"Mithai, South Indian, Chinese, Street Food",0,1,0.0
"Turkish, Arabian, Moroccan, Lebanese",0,1,0.0
"Tibetan, South Indian, North Indian",0,1,0.0
